name	seq
e ki e shundoro shobha	gmgrs.dsrgggggrrgddppgmgrs.dsrggggrgdppppggggggppppgrsrppggggggppppgrssss.dssrsrgggggggg's'sdpMdppgppgggrmgggrrs.dsrggggrrgddpppppppggpppddppdd's's's's's's's'sn's's's's's's's's's'sdddd's's's's's's's's's'r'r's'snnddnnpppggppgggggggrrrrrrggppppdd's's's's's's's's'g'g'g'g'r'r'r'r's's's'sddddppddppgggrrssrrssrggmggggmmgggrrrrss.d.dssrrgggggrrgddpp
e ki laabonnye purno praano	N'sNpmGGr.nssrgmggmmnnn's'r'snpmGGr.nssrgmggmmmmrGGrsrsrs.n.nssnnn's'r'snpmGGr.nssrgmggmm'G'G'r'G'G'r'r'r'r'r'sn's'snn's'r'g'm'm'm'm'm'r'G'G'G'G'r's'r'r's's'r'snn's's's'G'G'G'r'G'G'r'r'r'r'r'sn's's'sn's'r'G'r'r'r's'sNNpppmmrrssrmpn's's'r'G'G'G'G'r'G'G'r'r'r'r'r'sn's'snpmmGrGGGmnnnnnn's'r'snppmGGGrr.nssrgmmggmmmmmpmrrGrGGrr.ns.n.ns.nssGrmmGrGmmmmpDpmrrGrmmGrGrr.ns.n.ns.nssGrmmGrGmm'G'G'G'r'G'G'G'r'r'r's's'r'snn's'snn's'r'g'm'm'm'm'm'r'G'G'G'G'r's'r'r's's'r'snn's's's'G'G'G'r'G'G'G'r'r'r's's'r'snn's's'sn's'r'G'r'r'r's'sNNpppmmrrssrmpn's's'r'G'G'G'G'r'G'G'G'r'r'r's's'r'snn's'snpmmGrGGGmnnnnnn's'r'snppmGGGr.nssrgmggm
e monihar	gggggmrgdpppMp.n.n.nsrgs.nsssss.nsrrrrrrrrrrrgsrsrgggggggggggggggggmrrggdppppMMpp.n.n.n.nssrrggss.nsssssspppppMpppMpddddpdnnnndpppdn's's's'spppMpppMpddddpdnnnndpppdn's's's's's'g'g'r's'sn's'r'snddpdnndppMpggggggggggmrgdpppMp.n.n.nsrgs.nssssss.n.n.dssss.nrrssssss.n.nrrrr.n.nrrgggrrggrrsssssss's's'snnddppd's'snddnddppMMggrrss.d.dsssssss.n.nrrsssspppppMMpppppMMpdddddppppdnnnnnnddpppppdnn's's's'spppppMMpppppMMpdddddppppdnnnnnnddpppppdnn's's's's's's's's'g'g'r'r's's's'r'r's's'snndddppppdnn'snnddppsssrrgggggggggggggmrrggdppppMMpp.n.n.n.nssrrggss.nsssss
e parey mukhoro holo keka oi	ssrrrrrGmmmmppppp's's'sNdpmgmpmpmGrsrrmGrsssGGGGGrmGrssrrrrrGmmpppppppn's'r'sNNdpdNdpdNNNNdpp'sNdpdmpmgmmmpmpmGrsrrmGrsssGGGGGrmmGrrssssrrrrrrrrrrGGmmmmpppppppppppppppppppppddnnn's's'snn's's'r'r'G'G'r'r'm'G'G'r'r's'sdd'sNNdpppppppppppppppppddnnn's's'snn's's'r'r'G'G'r'r'm'G'G'r'r's'sdd'sNNdpppppnn's's'r'r's'sNNddppmmggmmmmmppmmppmmGGrrsrrrrmGGrsssssGGGGGGGGGrrmmGrrssssrrrrrrrrrrGGmmmmpppppppssssGGGGGGGGGGrrGGrrmmGRRssRRRRRRRRRRRRRss.n.nsssssgggggggggggmmppdmmpmmGGGGGpppmmmmrrmGGrrsrrrmGrsspppppppdnn's'sn's'r'G'r'm'G'r'sd'sNdpppppppppdnn's'sn's'r'G'r'm'G'r'sd'sNdpppn's'r'sNdpmgmmmpmpmGrsrrmGrsssGGGGGrmGrssrrrrrGmmppppp
ebar tor mora gangey	ssrgppdnppndppmgrgsgggrgssss.pssssrgppdnppndppmgrgsgggrgssssppd's's's's's'r'sndnppdppgppd'sndddNdppppd's's's's's'r'sndnppdppgppd'sndddNdppppppd'sndpdppmgrgsgggrgssss.pssssrgppdnppndppmgrgsgggrgssss.dssssrgppppmpgggggggmpdpmpmggggsrggmgrgrsssspd's's's'r'sndnppdppgppd'sndddNdpppppd's's's'r'sndnppdppgppd'sndddNdppppppd'sndpdppmgrgsrggrgssss.pssssrgppdnppndppmgrgsgggrgsssssss
ei  korechho  bhalo	s's'snddpMpgsrgggrrssrrppppppMMggmmmmggrrggrrssssssggMMppppppppMMppMgg's's'g'r's'snddpsrgggrsrpppppMgmmgrgrsssss's's'snddpMpgsrgggrsrpppppMgmmgrgrsssssppgppdd's's's's's's'snddn'sndndppppgppdd's's's's's's'snddn'sndndpp'g'g'g'r's's'g'g'g'r's's'r'r'snd'snddddndp's's's'snndddppMMppggssrrggggrrssrrppppppMMggmmmmggrrggrrssssssssss.d.dssssrrggggggggggrrsssssrrsrrgggggggppppppppppMMpppMMggggggMMppMMMgggggggpppggppppdddd's's's's's's's's's's's'snnddddn's'snnddnnddppp's's's'g'g'r'r's's's'g'g'g'g'g'r'r's's's'r'r's's'snndd's'snndddddnndpp's's's'snndddppMMppggssrrggggrrssrrppppppMMggmmmmggrrggrrsssss
ei kothati mone rekho	pdpmgsgmppgmdddddpddNNdppdpmgsgmppppnnnnndnn's'sNdpdpmgsgmppgmdddddpddNdpgmppnnnnndnnn's'snn'r'sNNNdppdpmmgssgmmp's's'g'g'g'g'g'g'g'm'g'r'r'snn'sn's'sn's's's'r'rnnn'snn's's's'r'sNNd'sNdppdpmmgmppdppgmppgmddddddddpdddNdppgmpppnnnnnnnndnnn's'snn'r'sNNNdppdpmmgssgmmpmmmNdddnnn's'r'snn's'snnnnnnnnn'sn'snn'sNdpdN'r'sNdpmgpmg's's'g'g'g'g'm'g'r's'r's'sn'sn's's'r'rnn'sn'snn'r'sNd'sNdpdpmgmpdpgmpgmdddddpddNdpgmppnnnnndnn's'sn'r'sNNdpdpmgsgmppdpmgsg
ekhon aar deri noy	pp's's's'snnndnnnnddppMMdppMMpggppppssssrrggMMppddnn's's's's'g'g'r'r'r'rn'r'r's's's'spp's's's'snnndnnnnddppMMdppMMpggpppp's's'g'g'g'r'g'g'g'r'r'g'g'r'r'r's's's'g'g'r'r'r'r's'sn'r'snddpppnndddpppMdpMggggssrrggMMMpppppss's's's'snnndnnnnddppMMdppMMpggppppppssrggggrsrgggggggppppppppMdddddpppdnnnnddnnndddppppnnddddMMdppppppppddpp's's's's's's's'sppppddpp's's's's's's's's's's'sn'r'r'snnnddnnddppppnnddppppMdpMgggg's'g'g'g'r'r'rn'r'r's's's'spp's's's'snnndnnnnddppMMdppMMpggppppp
ektuku chhnowa laagey	mNDDpmgmDDpmpDpmgmmsmmmmpgmNDN's'Rn's'R'sn'sD'snDpmgmNDDpmgmDDpmpDpmgmm's'G'G'G'r'G'r'm'G'R's's'm'm'G'G'R'G'R's's's'G'G'R'R'sN'sNDpmDDN's'RN's'sDN's'G'G'R'R'sN'sNDpmDDN's'RN's'spNNDpDmpDpmgmNDDpmgmDDpmpDpmgmmsRmmmmmmmmmpgmgmgmpDmppD's's'R'sN'sNDpmppDNDpsRmmmmmmmmmpgmgmgmpDmppD's's'R'sN'sNDpmppDNDp's'G'G'G'r'G'G'r'm'G'G'R's's'm'G'G'R'G'R's's's'G'G'G'r'G'G'r'm'G'G'R's's'm'G'G'R'G'R's's's'G'G'R's'RN'sNDpmDDN's'RN's'sDN's'G'G'R's'RN'sNDpmDDN's'RN's'spNNDpDmpDpmgmNDDpmgmDDpmpDpmgm
emni korei jaey jodi din	ggMgMgpMdpMMgRggssssssndpMpMpggMgMgpMdpMMgRggsssssgpppMppMddMMgggMMppMgMgRggsssndpMpMpggMgMgpMdpMMgRggssssspMpgpMdpd's's's's's'sn'R'R'R'R's's's's'snnndnndnndMdppppppnnnddpMdppMMgggMnddppMgRggsssndpMpMpggMgMgpMdpMMgRggssssssRRRRspggRRRsssRRRRssspppMppMgmmmggpggpMdpd's's's's's'sn'R'R'R'R's's's's'snnddnndnndMdpppppppnnddppdppMMgggnnddppMgRggsssndpMpMpggMgMgpMdpMMgRggssss
emono diney taarey bola jaey	mmmgrgsrrmmmmmgmrmmmmppppppdddNNddNNNNNNddppdmmggmrrggrrsrrggmppmmmmmggmrrmmdppdpmppnn's'sn's'r'sNNdpdpmpNdpppppdpdmgrgsrrmmmmmmssssssss.nsrrrrrrrrrr.nsrsrggggggggmmppdpmppddNNdpdpmmgrgrsgmrrrrrgrgsss.n.ns.d.n.nssssssmpp'snnnnn'sd's's's's's's's's's's's's'sn's's'r'r'r'r'r'G'r'sn'r'sNNdpdpmpdpmggmrrrrrrpmmmmggmrrggrssrrmmgrrgrrrrrggrrgssssss.n.n.n.ns.d.d.n.d.d.nssssssrrmmmmppppddppdmmmmppppppdd's'snn'sddddppppdmmmmgmmpmmgmmmggmrrrrpppmmggmggrggrssrrgrrgrrssr.n.nssrrmmmmppppddppdmmmmppppppdd's'snn'sddNNdppppmmmmgmmpmmgmmmmmmpppp'snnnnnnnnnn'sddn's's's's's's's's's's's's's's's's's's's'snn'snn's's's'r'r'r'r'r's'snn'r's'sNNNNdppddpmmppdppmmmmgrrrrrrpmmmmggmrrggrssrrrrgrrgrrrrrrrmmmmppppmmpddNNddNNddN's'sNddNNddppdmmggrrggssrrrrmmmmmm
esho hey boishakh	srs's'sndppgrgrsssssrs's'sndppgrgrssssssggpppppppppppppppMMdddddddpdnnnnnnnnd's's's's's'sgppppppppMddddddpdnnnnnnnnd's's's's's's's'g'g'g'r'snndnnddpppppnnnddppgggrgrsssssrs's'sndppgrgrssssssppggppdp's's's's's's's's's'g'g'g'r'r'rn's's's's's's's'sppggppdp's's's's's's's's's'g'g'g'r'r'rn's's's's's's's's's'g'g'g'r'r's'sn's'r'snnddppgrgrsssssrs's'sndppgrgrsssssssrgggrppggrrgrsssppppMppMpddpMggsrgggrppggrrgrsssppppMppMpddpMggppggpMddp's's's's's's's's's'g'g'g'r'r'r'rn'r's's's's's'sppggpMddp's's's's's's's's's'g'g'g'r'r'r'rn'r's's's's'snd'snnnnnddppnndddddddppddnnddpp's's's's's'snn'r'r's's's's's's'snndd's'snnnnnnnddnn's'snnddpppp'g'g'g'g'g'g'g'g'g'g'g'r'r'r'r'r's's'snnn'r'r's'snnndddpppggrrggrrsssssssrrss's's's'snnddppggrrggrrsssssssrrss's's's'snnddppggrrggrrssssss
esho shyamolo shundaro	ssrrmpp'sn'r's's's's's'sssrrmpp'sn'r's's'sn'sn's's'snn's'snn's's's'r'r's's'r'r's's's'sNNNNdddppmrrmmpNdpmggrgssrrmpp'sn'r's's's's's'sssrrmpp'sn'r's's's's's'spdmppnnnnn's'sn's'sn's'sn's'r'r'm'g'r'sn's'r'rNdppmppnnnnn's'sn's'sn's'sn's'r'r'm'g'r'sn's'r'rNdpprrNNdpdmpmggrgssrrmpp'sn'r's's's's's'sssrrmpp'sn'r's's's's's's's'srpmggrrrrmgrrgsssrmrmpmp's'sNNdddprpmggrrrrmgrrgsssrmrmpmp's'sNNdddpnnnnnnnnmpnn'sn's'smpn's'r'r'r'g's'r'm'm'm'm'r'sn's'rNNdpdmpdmmgrrrmrpmdpNdpmgrgssrrmpp'sn'r's's's's's'sssrrmpp'sn'r's's's's's's's
gaaner bhitor diye	pp's's'sn'r'sNNd'sNdpdppmgggsgggmmmmmmmmmggppppppppppddggggmmmmmmppppppddppddNNNN'sNNddpp's's'sn'r'sNNd'sNdpdppmgggsgggmmmmmmmgppppppddggmmmppppppddppddNNNN'sNNddpppp's's's'sn'r'r'sNNNNd's'sNddppdpppmmgggggsgggggmmmmmmnnnnnnn's's'sggmmmppdddddNNNNNddppdddpp's'sNddppmmgrrgmmpppppnnnnnn's's'ssssssssrrrrrrgggggggrrgggmmmmmmpppp's's's'sn'r'r'sNNNNd's'sNddppdpppmmgggggsgggggmmmmmmsssssrrrrggggmmmggdppmmggrrgrrggmmppggmmmNNddddmmddddddddNNNNNNNNNNNNNNNNNdddd's's'sdddppppdpppmmggrrgggmmmmmmmmmmggNddddggmmdddnn's's's's'snnnnnn's's's's's'm'm'm'g'g'r'r's's's's's'm'm'm'g'g'r'r's's'snn's's'snn'r'r'sNNddNN'r'r's's's'sN's'sNNddddddpppp's's's'sn'r'r'sNNNNd's'sNddppdpppmmgggggsgggggmmmmm
gaaner jhornatolay	mgmpdd'sNNdddd'sNdpppdNNdppddppmmggmmppddd's'sNNNdddddddnnnnnnnnppnnn's's'r'r'g'g'rnn's's's's's's's'r's'sNNNN's'sNNNdpdpmggggmpdd'sNNddddddddppppppppdd's's's's'r'r'r'r'r'r'r'p'm'm'm'g'g'r'r'g'g'r's's'rNNNddppddNddppppppppdd's's's's'r'r'r'r'r'r'r'p'm'm'm'g'g'r'r'g'g'r's's'rNNNddpppnnnnnnnnn's'snn's's'sdd's'sNddppppdd's'sNddpppdddddddddd'r'r's'sNNNddpppmmggmmppddd's'sNNNdddddddsssssrrrrggmmppddpmmgggmmmmddpppp's'sNNddddddnnnnnnn's's's's's'm'm'g'g'r'r's's'smmmmmddpppdddd'sNNddppmggmmdddpppp's'sNNddddddmmmmddpppp's'sNNddddddddppppppppdd's's's's'r'r'r'r'r'r'r'p'p'm'm'g'g'r'r'g'g'r's's'r's'sNNNNdppddNNNdppppppppdd's's's's'r'r'r'r'r'r'r'p'p'm'm'g'g'r'r'g'g'r's's'r's'sNNNNdppddNNNdpppnnnnnnpppppnnn's's'r'r'g'g'rnn's's's's's's's's'r'r's'sNNddmmgmmdddNN's's'sdd's'sNddppmmgmmppddd's'sNNNddd
ghoretey bhromor elo	gmpDpD'snDpDmmpDppgggggggmmppDDppDD'snnDDppDDmmmppDppgggggnnnn's's'R'Rnn's'snnDpmp'snDpDpmggmpDpD'snDpDmmpDpggggDDn's's'R'R'sn's's's's'sn's'g'R'snn'sn'snDDDDn's's'R'R'sn's's's's'sn's'g'R'snn'sn'snDpgmpDp'snDpDmpDpgggggmpDp'snDpDmpDpggggnn's'Rn'snDpmp'snDpDpmggmpDpD'snDpDmmpDpgggggssRRggmmmmmmmmmmmpmmgggmmggssRRggmmggRRsssssmmmmmmggmmNNDDnn's'sppppNNDDDDpppppmmmmmmggmmNNDDnn's'sppppNNDDDDpppppDDDDnn's's's's'R'R's'snn's's's's'snn's's'g'R'R's'snnn's'snn's'snnDDDDDDDnn's's's's'R'R's'snn's's's's'snn's's'g'R'R's'snnn's'snn's'snnDDppggmmppDDpppp'snnDDppDDmmmppDppmmppgggggmmppDDpppp'snnDDppDDmmmppDppmmppgggnnnn's's'R'Rnn's'snnDDppmmpp's'snnDDppDDppmmgggmmppDDppDD'snnDDppDDmmmppDppgggggggmmppDDppDD'snnDDppDDmmmppDppggggg
godhuli gogoney	ssNdNddNdpMdpprrgrgmmgggpppppppppppppppddnnn's's'r'r'g'g'r'r's'snn'sddnppprrggmmmmpppssssNddNdddNdpMdpprrgrgmmgggppppp'g'g'g'r'r'r's's'sn'sdnn's's's's'g'g'g'r'r'r'r'r's's's'snn'sddpppppp'g'g'g'g'g'g'r'r'r'r'r's's's's'snn's'sddnn's's's's'g'g'g'r'r'r'r'r's's's'snn'sddpppppp's's'snn'sddddpppppMMMdppppmmmmmmmmmmmmmmmmmmmgggggppp'g'g'g'g'g'g'r'r'r'r'r's's'srrggmmmmpppssssNddNddddNNdppMMddppprrrrggrggmmmmgggggpppppssmmmmmmmmmmmmmmmmmmmssmmmmmmmmgggggpppppppppppppMppMppMppdppddpmmmmmmmmmmmmmmgggggpppppssmmmmmmmmmmmmmmmmmmmssmmmmmmmmgggggpppppppppppppMppMppMppdppddpmmmmmmmmmmmmmmgggggppppppp'g'g'g'g'g'g'r'r'r'r'r's's'snn's'sdddnn's's's's'g'g'g'r'r'r'r'r'r'snn'sdddpppppp'g'g'g'g'g'g'r'r'r'r'r's's'snn's'sdddnn's's's's'g'g'g'r'r'r'r'r'r'snn'sdddpppppp's's'snn'sddddppppMMddpmmmmmmmmmmmmmmgggggppppp'g'g'g'g'g'g'r'r'r'sssrrrrggmmmmpppssssNddNddddNNdppMMddppprrrrggrggmmmmgggggpppp
gohono ghono chhailo	.p.N.p.N.p.m.m.m.p.n.n.nssss.p.n.n.nssssrrrrrmgmrss.N.Nssrrmmggmrrss.N.N.d.d.N.p.p.p.p.p.p.p.pmmmmmmpppppprrrrsssssss.p.p.N.N.N.N.N.N.p.p.m.m.p.p.n.n.n.n.n.n.n.nssssssssss.p.p.N.N.p.p.N.N.p.p.m.m.m.m.m.m.p.p.n.n.n.n.n.nsssssssmmppppppppppppppmmmNddnnnn's'snn's's's's's's'sdd's's's's's's's's's'snn's'r'r's'snn'sddppmmmmmppmpdd's's'sddppmpppppmpppmmmGGGGGGGrGmmrrssss.p.N.p.p.nsssssssrrrrrsrsrmGGGGmrrssmmmmpppppNNppNNppssssss.p.p.p.N.p.N.p.m.m.m.p.n.n.nsss
harey re re re re	g'g'r'r's'snndpddppMgppssrrgmmpddnpppddnppdn's's'r'g'g'g'g'r'r'r's's'snndpdddpppMggpppppdddddnnpppddnnn's'spppdddddnnpppddnnn's's'g'g'g'g'g'g'm'm'g'r'r'r's's'snndpppdppp's'g'g'g'r'r'r's's'snndpdddppMgpp's'snnddppgrssrrggssrgmpdnppdnpdnn's's'snnddppgrssrrggpgppddnnppdnn's'spgppddnnppdnn's's'g'g'g'g'm'g'r'r's'sndpdp's'g'g'r'r's'sndpddppMgp
hemontey kon boshonteri baani	pdmmppppgmgmmgmmgmpdN'sd'sNdNdmmppppppppnnnnnnndnnnn's's's's's'snnnnnnnnnn's'r'r'snnpppppppppnnnnddnnnnn's'r'r'snnppppppdmmmpppppggmmggmmmggmmmggmmppddNN's'sdd's'sNddNddmmmppppppp's's's's'g'g'g'g'g'g'g'g'g'm'm'g'g'r'r's's'r'r'snnnn's's's's's's'snnnpnnnnnnnnn's's'r'snnn's's's's's'spp's's's'sNNddNNd'sNNdppdNddppppppnnndnnnn's'r'sndpppppppnnndnnnn's'r'sndppppdmmppppgmgmmgmmgmpdN'sd'sNdNdmmppppppsggmpdpmggrgmmmmNNNdddddddgmddN's'r'sdN'sNdpppsggmpdpmggrgmmm's'g'g'g'g'g'g'g'g'g'g'm'g'r'm'g'r's's's's's's'snnnnnnnnnnnn's's'r'sndnn's's'spp's's's'sNNddNNd'sNNdppdNNddppppppnnndnnnn's'r'sndpppppppnnndnnnn's'r'sndppppdmmppppgmgmmgmmgmpdN'sd'sNdNdmmppppp
hey madhobi didha keno	nnn'sGGrsdNdNd'sNdpmGrsnnn's'r'sn's'sppdN'r'sd'sNdpmGrsmmpppmpNNdpdmmppppNNdpdmmpppppdN'snnn's'r'sn's'sppdN'r'sd'sNdpmGrs's'G'G'r'G'r'G'r'G'r'm'G'r's's'G'G'r's's'r'snn's'rn's's'G's's'G'G'r'r'G'r'r'G'r'r'G'r'r'm'G'G'r's's's'G'G'r'r's's's'r'snnn's'rnn's'spppdN'r'r'sdd'sNdNddpdmmppppppNNddpdmmpppppppdNN'snnnnn's'r'snn's'spppdN'r'r'sdd'sNddpmmGrrsmmmmmmppppmppNddpppNddNdNd'sNdpmpNdppnnnnnnnn'snn's'snn'r'sd'sNdpmpNdp'r'G'G'G'r'G'r'G'G'G'r's's'r'snn'sn's's'G'r'G'G'G'r'G'r'G'G'G'r's's'r'snn'sn's'sppdN'r'sNd'sNdpdmpppppdmpppppdN'sGGrsnnn's'r'sn's'sppdN'r'sd'sNdpmG
hey moro debota	ndpMgrsrgrpMgmgrs.dsrsrppMggpppppMddpppnnnddpMdMgrrgMpdnnM'sndpMgrsrgrpMgmgrs.dsrsrppMgppgpdMd's's's's'snndnndddpppppppMpddMggrggndpppMggrsspppgppdMd's's's's's's'snndnndddpppppppMpddMggrggndpppMggrss's's'g'r'g'g'm'g'g'r'r's's's'g'rnn'r'snnddpppppppppddMggrrrgMppdnnnM's'snndpMggrsrggrppMggmgrs.dssrsrpppMggsss.n.d.d.n.dsss.n.nrrrrgr.n.nrrggg.n.nrgMMpgMpppMppndpppMgggrsssss.n.d.d.n.dsss.n.nrrrrgr.n.nrrggg.n.nrgMMpgMpppMppndpppMgggrsspppgppdMd's's's's's's'snnndnnddpppppMpdMgrgnndpMgrsppgpdMd's's's's'snndnddpppppMpdMgrgnndpMgrs's'g'r'g'm'g'r's's'g'rn'r'sndpppppMpdMgrrgMpdnnM'sndpMgrsrgrpMgmgrs.dsrsrppM
hey nuton	sDDDpppppppNDpmGGppNDpGmGRRsssssssDDDpppppppNDpmGGppNDpGmGRRssssssDDN's's's'RN's's's's's's's's's'G'G'G'R'R'R'R'R'R's'sNN'G'G'R'R's's's's's'ssDDDpppppppNDpmGGppNDpGmGRRssssssppppppppppppppDDppmmmmmpmDppppppDDDN's's's'sN'G'R'R's's's's'G'G'G'r'G'G'G'G'G'm'm'G'R'sND's'G'R'R's's's'sDDDN's's's'sN'G'R'R's's's's'G'G'G'r'G'G'G'G'G'm'm'G'R'sND's'G'R'R's's's's'G'G'G'G'R'R's'sDDDNNN's's's'sDDDDDNNN's's's's's's'm'm'm'm'm'm'm'm'm'm'm'm'R'R's's's'sDDDDDNNN's's's's's's'G'G'G'G'G'G'G'G'G'G'G'G'R'R's's's'G'R'R's'sNDD'G'G'R's's's'ssDDDpppppppNDpmGGppNDpGmGRRsssss
himero raatey oi gogoner	srgggggggggmrgrgggpppggpmmmggrrs.n.nssggggmmpppssgggmmpppggpmmmggrrs.n.nsrgggggggggmrgrggppgpmmgrs.nsggmppsggmppgpmmgrs.nsrgggggggggmrgrggpp's's'g'r'r'r's's's's's'sp's's'sndppp's's'sndppp'sNNdppgpmgrs.nsrgggggggggmrgrggppsppppppppppMpMndppppppmmgrrmmgmrrgmggggmmggrrrggmgggggggggggrrss.n.n.nssssgggmmpggpmmggrrrggmggggggg's's's's'g'g'r'r'r'r'r's's's's's's's's's'snnnn'r'r's's's's'snndd's'snnddpppp's's's'snnddpppp's's's'snnddpppp's's'sNNddppddpggppmmggrrs.n.nssrrggggggggggggggggmmrrgrrggggpppsspppppppppppppMMppMMddpppppppmmmmmmmmmmmmmmggrrrggmgggggggsssssssggggggggggmmmmmmmmmmppppmmggrrrrmggg's's'g'g'r'r'r'r'r'r'r's's's's's's's's's'snnnn'r'r's's's's'snndd's'snnddpppp's's's'snnddpppp's's's'snnddpppp's'sNNddppddpggppmmggrrs.n.nssrrggggggggggggggggmmrrgrrggggpp
hridoy aamar naachey rey	s'snnddppMddpppMMMMgggssrrggMpdnn's's's's's's's's'g'r'snddppMMppggrrsssssss's'snnndddpppMMddpppMMMMgggssrrggMMppddnnnn's's's's's's's's's'g'g'r'r's'snnddppMMppggrrsssssss's's's's's's's's's's's's's's's's's's'snn's's's's'sMMppddnn's's'r'r'r'r'r'r's's'r'g'g'g'g'g'g'g'g'g'g'g'g'g'g'g'g'g'g'r'g'g'g'g'g'r'r'g'g'g'r'r's's's's's'g'g'r'sndpMgggggggg's'snnddppMdppMMggsrgMpdnn's's's's's's's's'g'r'sndpMpgrsssssspppppMppMpdpMgggggnnnddppMMgggnnnddppMdppMMgggggmgrsspppppMppMpdpMgggggnnnddppMMgggnnnddppMdppMMgggggmgrss'g'g'g'g'g'g'r'rn'r'sndddd's's's's's's's's's'sn'r'r's's's'g'g'g'g'g'g'r'rn'r'sndddd's's's's's's's's's'sn'r'r's's's'g'g'g'g'g'g'g'g'r'g'p'p'g'g'g'g'g'g'g'r'sndpMggggggggpppppMppMpdpMgggggnnnddppMMgggnnnddppMdppMMgggggmgrss's's's's's's's's's's'sn'r'r's's'spdnnndpppdnnndpppMdppMMMgg's's's's's's's's's's'sn'r'r's's'spdnnndpppdnnndpppMdppMMMgg'g'g'g'r'g'g'r'rn'r'r's's's'snd's'snnnnnpdnnnnddppppppp's's'snndddpppMMddpppMMMMgggssrrggMMppddnnnn's's's's's's's's's'g'g'r'r's'snnddppMMppggrrssssss
hridoye  mondrilo	.p.N.p.n.n.nssssssss.p.N.p.nsssrrrrmgmrsrrrrmgmrss.n.n.n.n.n.n.n.ns.n.ns.p.p.p.pmmmmmmmmpppppprrrssss.p.N.p.n.n.n.n.nssssss.p.N.p.n.n.nssssssss.p.N.p.nsssrrrrmgmrsrrrrmgmrs.n.n.n.ns.ns.p.pmmmmppprrrssss.p.N.p.n.n.n.n.nssssss.p.N.p.n.n.nssssssssmpppNpnnn's's's's's's'sn's'r'r'm'r'sn's'r'sNdNppmppppppmppp's's'sNNdNNpp.n.n.nssss.p.n.nssss.p.N.p.n.n.nsssssss
hridoyer ekul okul	ssssrrggpppddnnddppppdndpmgggggmgrgmpmgrrrgrssssrrgpmgggsssssssssrgppdndppdndpmgggggmgrgmpmgrrrgrssssrrgpmgggsssssspdd's'sn's'r's's's'snnddn's'snnddnndpppppdddd's's's'snn's'r'r's's's's'snnddn's'snnddnndppppppppppppddnn'snnddnndppddppppppmggmmggrrsssrrrggppmmgggggsssssssssssssrrggpppddnnddppppdnnddppmmggggggmmgrrgmmpmmggrrrrggrsssssssrrrggppmmgggggsssssssppppppdddd's's's's'snn's'r'r's's's's'snnddnndppddnn'snnddnndpppppppppdddd's's's's'snn's'r'r's's's's'snnddnndppddnn'snndndpppppppdd'sn'sndnnpdpmgggggmgrgrssssrrgpmgggssssssssssrrgpmgggsssssssssrgppdndppdndpmgggggmgrgmpmgrrrgrssssrrgpmgggsssssssssrggpppdpdndppmggsrgmggrsspdd's's'sn's'r'sndndpppppdn'sndndpdpmgrgrssrgmgmgrsssppppppdddd's's's's'snn's'r'r's's's's'snnddnndppddnn'snnddnndpppppppppdddd's's's's'snn's'r'r's's's's'snnddnndppddnn'snnddnndppppppppppppddd's'snn's'snddpppddppmmpggggggmmgrrggrsssssssrrgggppmmgggggssssssssssssssrrgggppmmgggggsssssssssssssrrggpppddnnddppppdnnddppmmggggggmmgrrgmmpmmggrrrrggrsssssssrrrggppmmgggggsssssss
jagoroney jaey bibhabori	ssgmmppnnddn's'snn'r's'snnppppp's'sNdNdpppdNdpppppddNNddpppppsssggggmmmmmsssggmmpppnnddn's'snn'r'snppppppnnnnnnnn's'r's's's'sp's's's's's'r'sndpdnnnn's'sNdNNdppdNdppppp'sNdNNdpssggmmmmggmmpppp's's'sNNddsssggmmpppnnddn's'snn'r's'snnpppppsss.n.n.n.nsssggggrrrggmmgggggggppppMMpppppppnnnnddpppmmggrrrggmmgggggsss.n.n.n.nsssggggrrrggmmgggggggppppMMpppppppnnnnddpppmmggrrrggmmgggggpppnnnnnnnnnnn'snn's'rn's's's'sp's's's's's'r'sndpdnnnnppnnnnnn'sn's'rn's's's'sp's's's's's'r'sndpdnnnn's'sNdNNdppdNdppppp'sNdNNdpssggmmmmgmpp's'sNdssgmppndn'sn'r'snppp
jagotey aanondojogye	rrpmpppddNdppmpmgmmgmrgmmgdpddgmr.n.nrssssrgsrpppmpmpn's'r's'sdNpmpdpmpmgmgrrrpmppdNdpmpmgmgmrgmgdpmgmr.nrsppndn'sn'r's's's's's's'sn'sdn'sn'r's's'sn'sdNp'sn's'm'r's'r'sn'sdNppmdn'r's'sdNpmpdpmpmgmgrrrpmppdNdpmpmgmgmrgmgdpmgmr.nrsssmgmpppdn'sn's's'g'r's'sn's'sdpdddNdppdpmpmmgmrrggmmddpmgmgr.nrsppndn's'sn'sn'r's's's's'sndn'r'sn'sdNp'sn's's'm'm'r's's'sn'r'sn'sdNppmdn'r'sndNpmpdpmpmgmgrrrpmppdNdpmpmgmgmrgmgdpmgmr
